Original SMILES,Reconstructed SMILES
NC(=O)CCC(NC(=O)CCCC1=CC=CC=C1)C(=O)O,NC(=O)CCC(NC(=O)CCCC1=CC=CC=C1)C(=O)O
NC1=NC(=O)N(C2OC(CO)C3OP(=O)(O)OC32)C=C1,NC1=NC(=O)N(C2OC(CO)C3OP(=O)(O)OC32)C=C1
O=CC1=CC=C(O)C=C1,O=CC1=CC=C(O)C=C1
COC1=CC(CC(=O)O)=CC=C1OS(=O)(=O)O,COC1=CC(CC(=O)O)=CC=C1OS(=O)(=O)O
CC1=CC=CC=C1C(=O)NCC(=O)O,CC1=CC=CC=C1C(=O)NCC(=O)O
O=C(O)C1=CC(S(=O)(=O)O)=CC=C1O,O=C(O)C1=CC(S(=O)(=O)O)=CC=C1O
O=C(O)CN(CCO)CCO,O=C(O)CN(CCO)CCO
O=C(O)C(O)C(O)C(O)C(=O)CO,O=C(O)C(O)C(O)C(O)C(=O)CO
NCC(=O)NCC(=O)O,NCC(=O)NCC(=O)O
O=CC(O)C(O)C(O)COP(=O)(O)O,O=CC(O)C(O)C(O)COP(=O)(O)O
NC(=O)CCC(NC(=O)CCC(N)C(=O)O)C(=O)O,NC(=O)CCC(NC(=O)CCC(N)C(=O)O)C(=O)O
O=C(CO)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CO,O=C(CO)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CO
CC(C(=O)O)C1=CC=CC=C1,CC(C(=O)O)C1=CC=CC=C1
CSCCC(NC(C)=O)C(=O)O,CSCCC(NC(C)=O)C(=O)O
NCCP(=O)(O)O,NCCP(=O)(O)O
COC1=CC=CC(CCC(=O)O)=C1,COC1=CC=CC(CCC(=O)O)=C1
CC(N)(CC1=CC=C(O)C(O)=C1)C(=O)O,CC(N)(CC1=CC=C(O)C(O)=C1)C(=O)O
CC(=O)NC(CC(C)C)C(=O)O,CC(=O)NC(CC(C)C)C(=O)O
OC1=CC=CC2=CC=CC=C12,OC1=CC=CC2=CC=CC=C12
CC(=CCNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C(O)C1O)CO,CC(=CCNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C(O)C1O)CO
CC(=CCNC1=C2N=CN=C2N=CN1)COC1OC(CO)C(O)C(O)C1O,CC(=CCNC1=C2N=CN=C2N=CN1)COC1OC(CO)C(O)C(O)C1O
CC(=CCNC1=C2N=CN=C2N=CN1)CO,CC(=CCNC1=C2N=CN=C2N=CN1)CO
CCOP(=O)(O)OCC,CCOP(=O)(O)OCC
O=C(O)CCCCC(S)CCS,O=C(O)CCCCC(S)CCS
CCN(CC)C(=O)C(C#N)=CC1=CC(O)=C(O)C(N(=O)O)=C1,CCN(CC)C(=O)C(C#N)=CC1=CC(O)=C(O)C(N(=O)O)=C1
CC(C)=CCNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C(O)C1O,CC(C)=CCNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C(O)C1O
CC(=O)N1CCN(C2=CC=C(OCC3COC(CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,CC(=O)N1CCN(C2=CC=C(OCC3COC(CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1
C1=COC(CNC2=C3N=CN=C3NC=N2)=C1,C1=COC(CNC2=C3N=CN=C3NC=N2)=C1
NCCC1=CC=CC=C1,NCCC1=CC=CC=C1
CCCCCCCCCCCCCCC(O)C(O)C(N)COP(=O)(O)O,CCCCCCCCCCCCCCC(O)C(O)C(N)COP(=O)(O)O
C[SH](C)C,C[SH](C)C
CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(N3C=CC(=O)NC3=O)C(O)C2O)C(O)C(O)C1O,CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(N3C=CC(=O)NC3=O)C(O)C2O)C(O)C(O)C1O
COC1=CC(C=O)=CC=C1O,COC1=CC(C=O)=CC=C1O
OC1=CC=C2C=CC=CC2=C1,OC1=CC=C2C=CC=CC2=C1
OCC1OC(O)C(O)C(O)C1O,OCC1OC(O)C(O)C(O)C1O
OC1=CC=C(CC2NCCC3=CC(O)=C(O)C=C32)C=C1O,OC1=CC=C(CC2NCCC3=CC(O)=C(O)C=C32)C=C1O
O=C(O)CCCCCO,O=C(O)CCCCCO
C1=CC=C2C(=C1)NC1=CN=CC=C12,C1=CC=C2C(=C1)NC1=CN=CC=C12
CCCCCCO,CCCCCCO
COC1=CC(C=CCO)=CC(OC)=C1O,COC1=CC(C=CCO)=CC(OC)=C1O
OC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,OC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34
OC1=CC=C2C(=C1)CC1=CC=CC=C12,OC1=CC=C2C(=C1)CC1=CC=CC=C12
N=C(N)NCCC(=O)O,N=C(N)NCCC(=O)O
CC1=CC=CC(C(=O)NCC(=O)O)=C1,CC1=CC=CC(C(=O)NCC(=O)O)=C1
CCCCOC(=O)C1=CC=CC=C1C(=O)O,CCCCOC(=O)C1=CC=CC=C1C(=O)O
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O
CC(=O)NCCC1=CN=CN1,CC(=O)NCCC1=CN=CN1
CCCCCC=CC(=O)OC(CC(=O)O)CN(C)(C)C,CCCCCC=CC(=O)OC(CC(=O)O)CN(C)(C)C
NC(CC1=CNC2=CC=CC=C12)C(=O)O,NC(CC1=CNC2=CC=CC=C12)C(=O)O
CCC=CCC=CCC=CCCCCCCCC(=O)NCCO,CCC=CCC=CCC=CCCCCCCCC(=O)NCCO
CCCCCCC=CCCCCCCCC(=O)NCCO,CCCCCCC=CCCCCCCCC(=O)NCCO
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NCCO,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NCCO
OC1=CC=CC(O)=C1O,OC1=CC=CC(O)=C1O
OC1=CC(O)=CC(O)=C1,OC1=CC(O)=CC(O)=C1
O=C(O)C1=C(O)C=CC=C1O,O=C(O)C1=C(O)C=CC=C1O
O=C(O)C1=CC(O)=CC(O)=C1,O=C(O)C1=CC(O)=CC(O)=C1
O=C1C=CC2=C(O)C3=C(C=C2O1)OC=C3,O=C1C=CC2=C(O)C3=C(C=C2O1)OC=C3
COC1=CC(C=CCO)=CC=C1OC1OC(CO)C(O)C(O)C1O,COC1=CC(C=CCO)=CC=C1OC1OC(CO)C(O)C(O)C1O
COC1=CC(C2=OC3=CC(O)=CC(O)=C3C=C2OC2OC(CO)C(O)C(O)C2O)=CC=C1O,COC1=CC(C2=OC3=CC(O)=CC(O)=C3C=C2OC2OC(CO)C(O)C(O)C2O)=CC=C1O
COC1=CC(CC(CO)C(CO)CC2=CC=C(O)C(OC)=C2)=CC=C1O,COC1=CC(CC(CO)C(CO)CC2=CC=C(O)C(OC)=C2)=CC=C1O
CC(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)O,CC(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)O
CCCC(N)C(=O)O,CCCC(N)C(=O)O
C=CC1=CC=C(O)C(OC)=C1,C=CC1=CC=C(O)C(OC)=C1
OC1=CC=CC=N1,OC1=CC=CC=N1
CC(C)(C)C1=CC=C(O)C(C(C)(C)C)=C1,CC(C)(C)C1=CC=C(O)C(C(C)(C)C)=C1
CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
CC1=CC(NS(=O)(=O)C2=CC=C(N=C(C)O)C=C2)=NO1,CC1=CC(NS(=O)(=O)C2=CC=C(N=C(C)O)C=C2)=NO1
CNCC(C1=CC=C(OC)C=C1)C1(O)CCCCC1,CNCC(C1=CC=C(OC)C=C1)C1(O)CCCCC1
CNCCCC(C#N)(C1=CC=C(OC)C(OC)=C1)C(C)C,CNCCCC(C#N)(C1=CC=C(OC)C(OC)=C1)C(C)C
O=C(O)CC1=CC=CC=C1NC1=C(Cl)C=C(O)C=C1Cl,O=C(O)CC1=CC=CC=C1NC1=C(Cl)C=C(O)C=C1Cl
OC1=CC=C(C(F)(F)F)C=C1,OC1=CC=C(C(F)(F)F)C=C1
COCCCCC(=NOCCN)C1=CC=C(C(F)(F)F)C=C1,COCCCCC(=NOCCN)C1=CC=C(C(F)(F)F)C=C1
CCCCC(=O)N(CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1)C(C(=O)O)C(C)C,CCCCC(=O)N(CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1)C(C(=O)O)C(C)C
CC(CC1=CC=C(O)C(O)=C1)C(C)CC1=CC=C(O)C(O)=C1,CC(CC1=CC=C(O)C(O)=C1)C(C)CC1=CC=C(O)C(O)=C1
CC(N)CC1=CC=CC=C1,CC(N)CC1=CC=CC=C1
O=C1NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2Cl)=NC1O,O=C1NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2Cl)=NC1O
COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
CC(C)(N)CC1=CC=CC=C1,CC(C)(N)CC1=CC=CC=C1
COC1=CC=CC(C2(O)CCCCC2CN(C)C)=C1,COC1=CC=CC(C2(O)CCCCC2CN(C)C)=C1
NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O,NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O
CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=CC=C(F)C=C1F,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=CC=C(F)C=C1F
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1,ClC1=CC=CC=C1CN1CCC2=C(C=CS2)C1
O=C(OC1CC2CCC(C1)N21CCCC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,O=C(OC1CC2CCC(C1)N21CCCC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
CC1=CC=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC(C)C)=C1,CC1=CC=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC(C)C)=C1
COC1=C(N2CC3CCCNC3C2)C(F)=CC2=C1N(C1CC1)C=C(C(=O)O)C2=O,COC1=C(N2CC3CCCNC3C2)C(F)=CC2=C1N(C1CC1)C=C(C(=O)O)C2=O
CCC1=C(C)CN(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(C)CC3)C=C2)C1=O,CCC1=C(C)CN(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(C)CC3)C=C2)C1=O
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
CC(C)CC(CN)CC(=O)O,CC(C)CC(CN)CC(=O)O
CN1C(=O)C(O)N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C21,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C21
CN1C(CCl)NC2=CC(Cl)=C(S(N)(=O)=O)C=C2S1(=O)=O,CN1C(CCl)NC2=CC(Cl)=C(S(N)(=O)=O)C=C2S1(=O)=O
CC1=C(C2=CC=NC=C2)C=C(C#N)C(=O)N1,CC1=C(C2=CC=NC=C2)C=C(C#N)C(=O)N1
CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
NC1=NC(Cl)=NC2=C1N=CN2C1CC(O)C(CO)O1,NC1=NC(Cl)=NC2=C1N=CN2C1CC(O)C(CO)O1
COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
NC1=CC=C(O)C(C(=O)O)=C1,NC1=CC=C(O)C(C(=O)O)=C1
O=C1CC2=CC(CCN3CCN(C4=NSC5=CC=CC=C54)CC3)=C(Cl)C=C2N1,O=C1CC2=CC(CCN3CCN(C4=NSC5=CC=CC=C54)CC3)=C(Cl)C=C2N1
NC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,NC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1
CC(C)N1CCN(C2=CC=C(OCC3COC(CN4C=NC=N4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,CC(C)N1CCN(C2=CC=C(OCC3COC(CN4C=NC=N4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1
O=C1NC(=O)C(C2=CC=CC=C2)(C2=CC=CC=C2)N1,O=C1NC(=O)C(C2=CC=CC=C2)(C2=CC=CC=C2)N1
CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C
NC1=CC=C(S(N)(=O)=O)C=C1,NC1=CC=C(S(N)(=O)=O)C=C1
O=C1CN2CC3=C(C=CC(Cl)=C3Cl)N=C2N1,O=C1CN2CC3=C(C=CC(Cl)=C3Cl)N=C2N1
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
CC=CC(=O)N(CC)C1=CC=CC=C1C,CC=CC(=O)N(CC)C1=CC=CC=C1C
CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2
COC1=CC=C(C(Cl)=C(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1,COC1=CC=C(C(Cl)=C(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC2=NON=C12,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC2=NON=C12
CC(=O)NC1=C(I)C(NC(C)=O)=C(I)C(C(=O)O)=C1I,CC(=O)NC1=C(I)C(NC(C)=O)=C(I)C(C(=O)O)=C1I
CCCC1=NC(C(C)(C)O)=C(C(=O)O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1,CCCC1=NC(C(C)(C)O)=C(C(=O)O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
O=C(O)CCCC1=CC=C(N(CCCl)CCCl)C=C1,O=C(O)CCCC1=CC=C(N(CCCl)CCCl)C=C1
CC1=NC(=O)C2=CC(CN(C)C3=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)S3)=CC=C2N1,CC1=NC(=O)C2=CC(CN(C)C3=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)S3)=CC=C2N1
CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C
NS(=O)(=O)C1=CC(C2(O)NC(=O)C3=CC=CC=C32)=CC=C1Cl,NS(=O)(=O)C1=CC(C2(O)NC(=O)C3=CC=CC=C32)=CC=C1Cl
CN(C)CCC1=CNC2=CC=C(CC3COC(=O)N3)C=C12,CN(C)CCC1=CNC2=CC=C(CC3COC(=O)N3)C=C12
COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCOCC1,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCOCC1
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C2=CC=CC=C2)C(=O)C1=O,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C2=CC=CC=C2)C(=O)C1=O
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C21,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C21
CC1=CC=C(C(=O)C2=CC(O)=C(O)C(N(=O)O)=C2)C=C1,CC1=CC=C(C(=O)C2=CC(O)=C(O)C(N(=O)O)=C2)C=C1
COC1=CC=C2C(=C1)C(CC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,COC1=CC=C2C(=C1)C(CC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1
CCC(CO)NCCNC(CC)CO,CCC(CO)NCCNC(CC)CO
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
NC(=O)NN=CC1=CC=C(N(=O)O)O1,NC(=O)NN=CC1=CC=C(N(=O)O)O1
NC(=O)C1=CN=CC=N1,NC(=O)C1=CN=CC=N1
CC(C)(C)C1=CC=C(C(O)CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,CC(C)(C)C1=CC=C(C(O)CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1
COC1=CC=C(C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O)C=C1,COC1=CC=C(C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O)C=C1
COC1=CC2=NC(N(C)CCCNC(=O)C3CCCO3)=NC(N)=C2C=C1OC,COC1=CC2=NC(N(C)CCCNC(=O)C3CCCO3)=NC(N)=C2C=C1OC
CN1C(=O)CC(=O)N(C2=CC=CC=C2)C2=CC(Cl)=CC=C21,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C2=CC(Cl)=CC=C21
NC1=CC(N2CCCCC2)=NC(N)=N1O,NC1=CC(N2CCCCC2)=NC(N)=N1O
NC1=NC(=S)C2=C(N=CN2)N1,NC1=NC(=S)C2=C(N=CN2)N1
O=C1NC2=CC(Cl)=CC=C2O1,O=C1NC2=CC(Cl)=CC=C2O1
CCC1(C2=CC=C(N)C=C2)CCC(=O)NC1=O,CCC1(C2=CC=C(N)C=C2)CCC(=O)NC1=O
NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1
CN1CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C32)CC1,CN1CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C32)CC1
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
CN1CCN2C3=NC=CC=C3CC3=CC=CC=C3C2C1,CN1CCN2C3=NC=CC=C3CC3=CC=CC=C3C2C1
CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=O
CCSC1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(C)CC3)C2=C1,CCSC1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(C)CC3)C2=C1
CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1
OC(CCN1CCCCC1)(C1=CC=CC=C1)C1CCCCC1,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1CCCCC1
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
CC1=CC=CC(C)=C1OCC(C)N,CC1=CC=CC(C)=C1OCC(C)N
NC1=C2CCCCC2=NC2=CC=CC=C21,NC1=C2CCCCC2=NC2=CC=CC=C21
CCN1CCCC1CNC(=O)C1=CC(S(N)(=O)=O)=CC=C1OC,CCN1CCCC1CNC(=O)C1=CC(S(N)(=O)=O)=CC=C1OC
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC(N(=O)O)=C1,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC(N(=O)O)=C1
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
O=P(O)(O)C(O)(CN1C=CN=C1)P(=O)(O)O,O=P(O)(O)C(O)(CN1C=CN=C1)P(=O)(O)O
COC1=CC(OC)=C2C(=O)C3(OC2=C1Cl)C(OC)=CC(=O)CC3C,COC1=CC(OC)=C2C(=O)C3(OC2=C1Cl)C(OC)=CC(=O)CC3C
CN1CCN(C(=O)OC2C3=NC=CN=C3C(=O)N2C2=CC=C(Cl)C=N2)CC1,CN1CCN(C(=O)OC2C3=NC=CN=C3C(=O)N2C2=CC=C(Cl)C=N2)CC1
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12
CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
CN1CCN(C2=NC3=CC=CC=C3OC3=CC=C(Cl)C=C32)CC1,CN1CCN(C2=NC3=CC=CC=C3OC3=CC=C(Cl)C=C32)CC1
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O
CCCNC1CCC2=C(C1)SC(N)=N2,CCCNC1CCC2=C(C1)SC(N)=N2
CC(=O)C1=CC=C(S(=O)(=O)NC(=O)NC2CCCCC2)C=C1,CC(=O)C1=CC=C(S(=O)(=O)NC(=O)NC2CCCCC2)C=C1
CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(=O)O
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
COC1=CC=CC=C1OCC(O)COC(N)=O,COC1=CC=CC=C1OCC(O)COC(N)=O
CN1C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,CN1C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2
CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C21)COC(C)=O,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C21)COC(C)=O
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C32)CC1,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C32)CC1
CN1CCC(=C2C3=CC=CC=C3C=CC3=CC=CC=C32)CC1,CN1CCC(=C2C3=CC=CC=C3C=CC3=CC=CC=C32)CC1
NS(=O)(=O)C1=CC2=C(C=C1C(F)(F)F)NC(CC1=CC=CC=C1)NS2(=O)=O,NS(=O)(=O)C1=CC2=C(C=C1C(F)(F)F)NC(CC1=CC=CC=C1)NS2(=O)=O
O=C1N=CN=C2NNC=C12,O=C1N=CN=C2NNC=C12
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CN3=CC=CC=C3)CSC12)C1=CSC(N)=N1)C(=O)O,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CN3=CC=CC=C3)CSC12)C1=CSC(N)=N1)C(=O)O
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
O=C(NC(CO)C(O)C1=CC=C(N(=O)O)C=C1)C(Cl)Cl,O=C(NC(CO)C(O)C1=CC=C(N(=O)O)C=C1)C(Cl)Cl
O=C(CCCN1CC=C(N2C(=O)NC3=CC=CC=C32)CC1)C1=CC=C(F)C=C1,O=C(CCCN1CC=C(N2C(=O)NC3=CC=CC=C32)CC1)C1=CC=C(F)C=C1
CCOC(=O)C1(C2=CC=CC=C2)CCN(C)CC1,CCOC(=O)C1(C2=CC=CC=C2)CCN(C)CC1
COC1=CC2=NC(N3CCN(C(=O)C4=CC=CO4)CC3)=NC(N)=C2C=C1OC,COC1=CC2=NC(N3CCN(C(=O)C4=CC=CO4)CC3)=NC(N)=C2C=C1OC
COC1=CC(C)=C(C=CC(C)=CC=CC(C)=CC(=O)O)C(C)=C1C,COC1=CC(C)=C(C=CC(C)=CC=CC(C)=CC(=O)O)C(C)=C1C
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1,COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1
CCCCCCCCCCCCCCOS(=O)(=O)O,CCCCCCCCCCCCCCOS(=O)(=O)O
O=C(C1=CC=CC=C1)C1=CC=C2C(C(=O)O)CCN12,O=C(C1=CC=CC=C1)C1=CC=C2C(C(=O)O)CCN12
